constructorId,year,diffPCT,Z_Score,robustZ,color,edgecolor,rankPCT,rankZScore,rankRobustZ
dallara,1990,3.1472936742192097,0.059715606451382276,0.05207738494807529,black,indianred,628,583,558
haas,2020,3.14200544224647,0.944674624816848,1.2379373085515557,black,red,627,801,820
brp,1964,3.141351427918594,0.08375381526169162,0.01955802666869838,gray,black,626,589,546
connaught,1952,3.1404737990076983,-0.21478689388178115,-0.44455072783684685,gray,black,625,466,353
fittipaldi,1979,3.137164617816131,0.29520791940417573,0.4326044181470576,gray,black,624,663,672
ats-wheels,1978,3.1224660948428475,0.6503371378388736,0.6563578642551875,gray,black,623,748,723
brm,1969,3.1202677838604913,-0.056196365960213455,0.1469426297431154,gray,black,622,537,594
williams,2020,3.0907808749155965,0.8102026858375547,0.8867286868475401,white,navy,621,777,780
de-tomaso,1970,3.04359622808844,0.6269680083149313,0.6744907594765952,gray,black,620,744,730
larrousse,1993,3.042017751446388,0.2658084444435176,0.22244089515136464,yellow,green,619,651,615
arrows,2002,3.0321006193096305,0.38610446400229476,0.24291241318676798,gray,black,618,693,627
alfa-romeo,1984,3.0314716001047595,-0.20056773613191167,-0.043409044910173715,white,red,617,476,502
lotus,1992,3.0212816888971945,-0.13205717421876265,-0.4714808323989027,gold,black,616,509,341
jbw,1959,3.0151827071618342,-0.045050869183821576,-0.1156269873388449,gray,black,615,540,471
williams,2011,2.998632635650441,-0.11090955318208062,0.030460873008620427,white,navy,614,517,550
ligier,1994,2.984143042933652,-0.06481749738123374,0.1314319861507701,white,cyan,613,533,586
minardi,1997,2.970257291220366,1.1101789964683508,1.2232014074997999,skyblue,grey,612,828,817
alfa-romeo,1979,2.9613193704681766,0.12816366537403523,0.36363048119373664,white,red,611,609,659
ligier,1992,2.95727493559082,-0.14554981913294834,-0.49502181616498675,white,cyan,610,502,334
surtees,1978,2.9359300330231752,0.5634549273244082,0.6585399644889731,gray,black,609,737,724
brabham,1968,2.9264931922667694,-0.5972336386206051,-0.6311905891142686,silver,darkslategray,608,308,281
sauber,2016,2.916069086274333,0.8950740413718993,0.7981887495224868,white,red,607,793,758
tyrrell,1981,2.9144847136756806,0.08221499246830362,0.1433159670609827,white,cornflowerblue,606,588,593
tyrrell,1997,2.896718545526208,1.0525451031078707,1.1144496091100995,white,cornflowerblue,605,819,803
williams,2022,2.893840895788227,0.8428853366081452,0.8445814864856429,white,navy,604,785,772
maserati,1958,2.876152240377232,-0.2544117212373922,0.0,gray,black,603,443,528
iso-marlboro,1973,2.848060897196053,0.5392951430930346,0.8160505485025473,gray,black,602,731,765
penske,1976,2.8450973939267903,-0.17867490792173035,-0.4072112098424027,gray,black,601,488,364
arrows,1998,2.837294524669387,0.4657462343377113,0.5973320871670885,gray,black,600,711,715
toleman,1984,2.834083445918954,-0.3136894174979966,-0.036733891383308494,gray,black,599,419,507
hesketh,1977,2.8327821493400958,0.33364911961455074,0.5110722196965027,gray,black,598,682,698
aston-martin,2022,2.827587576021649,0.5035777632044693,0.4518986087217479,darkgreen,darkolivegreen,597,719,679
aston-martin,1959,2.7963764219159515,-0.015684263009923635,0.5671854113780459,darkgreen,darkolivegreen,596,554,710
toleman,1985,2.7881228772703777,-0.2581526104566657,0.0,gray,black,595,441,531
minardi,1994,2.7861963420701588,-0.10758271657581817,0.07660249870999981,skyblue,grey,594,519,566
minardi,1990,2.7689787835101507,-0.1228668448477542,-0.07016657651402772,skyblue,grey,593,513,494
lotus,1959,2.7613499135208146,-0.12496212160430067,-0.015063069070196914,gold,black,592,512,518
ligier,1985,2.7505422441140865,-0.2600126017556773,-0.0002055121144048127,white,cyan,591,438,527
lotus,1990,2.742761678442391,-0.0961542330283605,-0.23210987381788467,gold,black,590,523,422
benetton,2001,2.7310395270386074,0.43888970259285914,0.6893435352681783,green,blue,589,704,734
lola,1990,2.730073482126354,-0.11196991411639717,-0.24636491027382645,gray,black,588,516,415
onyx,1989,2.7174891072840524,0.15815033096873196,0.1928588019184513,gray,black,587,619,604
arrows,1987,2.715836775478883,-0.41247353008281423,-0.27516802642183646,gray,black,586,384,405
tyrrell,1991,2.7157376036187486,-0.4767443281795779,-0.46311418161377027,white,cornflowerblue,585,364,343
haas,2017,2.7119175345001154,0.3565693832422917,0.2295683868277932,black,red,584,687,617
williams,1983,2.709798654619795,-0.2846689314364826,-0.4260127402868919,white,navy,583,430,358
brabham,1986,2.707670240047635,-0.39213973585644346,-0.3997512313862944,silver,darkslategray,582,390,369
lotus,1982,2.7046507079874305,-0.24856359944464698,-0.14655549918375507,gold,black,581,445,460
lotus,1993,2.699866616875034,0.0956441600000974,-0.015999817820151353,gold,black,580,596,517
jordan,1993,2.680481352315825,0.09488976261926943,0.07975153174971611,yellow,black,579,594,570
footwork,1996,2.679509511280645,0.26188787918178885,0.31655068482632576,white,indianred,578,650,642
alfa-romeo,1985,2.670713189579801,-0.2300366070989113,-0.04054247019375293,white,red,577,457,505
mclaren,2018,2.6691160934151466,0.5519017862427815,0.5162478635250596,orange,darkorange,576,734,700
force-india,2011,2.6577768909329116,-0.25981149667438097,-0.13715135268950374,green,orange,575,439,463
osella,1989,2.6441675994288385,0.07374012778770614,-0.010712065731008358,gray,black,574,586,524
ligier,1995,2.6337952994518012,-0.36018526557930486,-0.19541321068948087,white,cyan,573,404,437
jaguar,2002,2.624752233189483,0.3173617228510112,0.4395068819815233,gray,black,572,673,676
shadow,1978,2.6180800947427345,0.3885153948993091,0.3037912791049173,gray,black,571,694,641
sauber,1995,2.5948989848924366,-0.34372712312196885,-0.1788649569574971,white,red,570,409,445
toro-rosso,2018,2.5542881043580734,0.43002776915397123,0.30269415604417915,blue,maroon,569,701,640
toro-rosso,2011,2.5513082820859405,-0.0880518781189556,0.09934015469062209,blue,maroon,568,528,575
arrows,1979,2.5392866378952768,0.02702982001465889,0.18895880518305708,gray,black,567,570,602
penske,1977,2.5270494597709563,0.27166137904829735,0.3732618766035527,gray,black,566,655,662
boro,1977,2.5260814733930355,0.2773036060987255,0.7546930401472598,gray,black,565,656,749
ferguson,1961,2.523287816932413,0.047292137545822045,0.6744907594765952,gray,black,564,577,729
stewart,1998,2.516586693792032,0.23052431712238008,0.32620294217894874,gray,black,563,637,648
ats-wheels,1980,2.5009028445106525,0.2869906439037608,0.40348708141050493,gray,black,562,660,665
lola,1989,2.489001916034052,-0.02214837274607852,-0.12479612368279286,gray,black,561,551,468
toro-rosso,2017,2.482211756514489,0.21325183181193447,0.199656671268741,blue,maroon,560,632,606
toro-rosso,2013,2.474135712630051,-0.17194707989856112,-0.04251932458545225,blue,maroon,559,492,504
footwork,1994,2.4686033856089655,-0.25919560774475797,-0.13432661980564894,white,indianred,558,440,464
boro,1976,2.4543829938871062,0.4494673991629772,0.9341120048908996,gray,black,557,708,787
tyrrell,1989,2.4366518803776773,-0.009363660695195616,-0.1191339005110501,white,cornflowerblue,556,559,470
march,1977,2.4278813866223166,0.35051238435837456,0.6111811575040628,steelblue,gold,555,684,717
tyrrell,1996,2.4258699330189386,0.1365463861787107,0.29219500651015423,white,cornflowerblue,554,611,635
prost,1998,2.41017759086217,0.16856657584345627,0.24711352706977519,gray,black,553,621,629
toyota,2002,2.395956294974699,0.1898967288867543,0.23745066237984086,gray,black,552,627,623
arrows,1985,2.3637407784505347,-0.3974025140596835,-0.2502888574369867,gray,black,551,386,413
footwork,1993,2.358913027643534,-0.06216859567152572,-0.11205494640168216,white,indianred,550,534,473
sauber,2018,2.351030021920247,0.30705912928819223,0.14159642593663282,white,red,549,667,591
alfa-romeo,2020,2.344149705917083,0.8287268546572877,1.157349215598842,white,red,548,781,810
prost,2001,2.3419502500349747,0.22962061909325646,0.415730603140459,gray,black,547,635,668
arrows,1989,2.340772869802853,-0.08848822812497048,-0.20235791353761115,gray,black,546,527,431
alphatauri,2022,2.3370460447584622,0.12701698823375898,0.09698100249223204,white,midnightblue,545,606,574
dallara,1989,2.333677200814454,-0.13235416068698316,-0.2396786299724645,black,indianred,544,508,417
tyrrell,1982,2.3308461765892563,-0.3964141456218547,-0.3262339999655114,white,cornflowerblue,543,387,393
lotus,1989,2.3287926629079756,-0.05640290504030937,0.010641349995167124,gold,black,542,536,541
alfa-romeo,2023,2.3261385152748324,0.41500399292413487,0.4655738552756421,white,red,541,698,685
force-india,2008,2.3257287646290825,1.40792134783502,1.6612705189987542,green,orange,540,872,858
williams,2017,2.315653445416809,0.04879826491650641,-0.030849675249563873,white,navy,539,578,509
porsche,1962,2.3104997634028472,-0.37731752146032427,-0.5901794145420208,gray,black,538,396,299
fittipaldi,1980,2.281478982888972,0.0999220378128778,0.2497324855276934,gray,black,537,599,630
ats-wheels,1983,2.2803497941800352,-0.30389296845202096,-0.6827745382892506,gray,black,536,424,251
fittipaldi,1977,2.271690619546165,0.2289223800608076,0.48865398018359985,gray,black,535,634,692
sauber,2011,2.2470342271360915,-0.21869488011229896,0.0,white,red,534,461,533
mclaren,2015,2.2327772059440836,0.3513786391409152,0.6535085453127089,orange,darkorange,533,685,722
benetton,1991,2.2301984773873187,-0.7204019809918174,-0.7756616263691325,green,blue,532,255,215
mclaren,2017,2.226891521031065,0.057157997207982224,-0.021212361269773054,orange,darkorange,531,581,514
shadow,1973,2.225729932467202,0.23055059051495658,0.43560861549530105,gray,black,530,638,674
wolf,1979,2.2156710510797604,-0.04400479234534941,-0.027344219978780886,gray,black,529,541,512
ferrari,1986,2.2150520332630323,-0.5811871815597478,-0.3893650276957853,red,red,528,318,372
fittipaldi,1976,2.190959094819158,0.09786469731886395,0.5115020512454274,gray,black,527,597,699
minardi,1989,2.166922289896398,-0.21661096071663632,-0.1763005527918354,skyblue,grey,526,464,448
lola,1974,2.150324388650695,0.1996746060944244,0.35524780214425655,gray,black,525,630,654
surtees,1976,2.1292863591541478,0.0458481629648314,0.4362195672701893,gray,black,524,575,675
lola,1975,2.1244343622723214,0.3812844665889066,0.8058075445074367,gray,black,523,691,759
ligier,1996,2.117536702338354,-0.02475367440366396,0.11413731623310977,white,cyan,522,549,580
prost,2000,2.116816191128985,0.36262930124486364,0.4072506652825954,gray,black,521,688,667
arrows,1988,2.112158214594892,-0.5122348346035298,-0.6186606068125563,gray,black,520,343,285
alphatauri,2023,2.1076641436017582,0.27064031549696904,0.3248686998803794,white,midnightblue,519,652,645
march,1989,2.106279127299313,-0.15255136148980578,-0.1920316468153952,steelblue,gold,518,499,439
sauber,2014,2.105468826965502,0.28672053657685476,0.43407353498528783,white,red,517,659,673
lotus-f1,2014,2.1052010401158077,0.3515180475448206,0.5635745012515551,gold,black,516,686,709
